1	15039	15795	2	2	1	0	1	14
1	16766	16857	2	2	1	0	4	36
1	17056	17232	2	2	1	0	1	7
1	17369	17605	2	2	1	0	2	31
1	17743	17914	2	2	1	0	3	32
1	18367	24737	2	2	1	0	4	21
1	25283	29320	2	2	1	0	1	33
1	92241	112699	2	2	1	0	1	4
1	132928	139072	2	2	1	0	1	13
1	146510	155766	2	2	1	0	1	37
1	155832	164262	2	2	1	0	2	29
1	164792	165883	2	2	1	0	3	19
1	165943	168099	2	2	1	1	5	30
1	184972	184976	0	0	1	3	2	32
1	185351	185490	2	2	1	0	2	21
1	185560	186316	2	2	1	0	7	36
1	186470	187128	2	2	1	0	3	15
1	187288	187375	2	2	1	2	0	30
1	187288	187379	2	2	1	0	3	34
1	188267	188438	2	2	1	1	1	26
1	188903	195262	2	2	1	0	3	36
1	195808	199836	2	2	1	0	1	33
1	268817	289265	2	2	1	0	1	4
1	365693	373143	2	2	1	0	2	7
1	485209	489360	2	2	1	0	1	35
1	494899	494991	2	2	1	0	1	12
1	495050	495276	2	2	1	0	1	32
1	495050	497108	2	2	1	0	3	34
1	720201	724357	2	2	1	0	1	35
1	733365	735422	2	2	1	0	2	34
1	743351	744194	2	2	1	0	1	38
1	746819	756076	2	2	1	0	1	37
1	756142	758966	2	2	1	1	0	16
1	758646	758966	2	2	1	0	1	34
1	759124	764722	2	2	1	0	4	19
1	765248	766328	2	2	1	0	3	19
1	766388	768547	2	2	1	1	3	31
1	768614	774170	2	2	1	0	1	17
1	769713	772975	2	2	1	0	2	21
1	774281	778283	2	2	1	1	4	31
1	779093	781936	1	1	1	1	0	18
1	852767	853390	1	1	1	1	0	10
1	924949	925921	1	1	1	2	0	4
1	925190	925897	1	1	1	1	0	26
1	926014	930154	1	1	1	1	0	17
1	939461	941143	1	1	1	1	0	29
1	943809	943907	1	1	1	1	0	4
1	944801	945056	2	2	1	1	0	10
1	945147	945517	2	2	1	10	0	37
1	945423	945517	2	2	1	1	0	3
1	945654	946172	2	2	1	15	0	37
1	946287	946401	2	2	1	5	0	28
1	946546	948130	2	2	1	1	0	25
1	951239	951999	2	2	1	4	0	23
1	952140	952411	2	2	1	1	0	23
1	952601	953174	2	2	1	3	0	31
1	953893	954003	2	2	1	2	0	20
1	955478	955922	2	2	1	1	0	33
1	956014	956094	2	2	1	1	0	27
1	956216	956893	2	2	1	3	0	37
1	957026	957098	2	2	1	8	0	36
1	957274	958928	2	2	1	6	0	31
1	959082	959214	2	2	1	9	0	35
1	970602	970685	1	1	1	1	0	4
1	972151	972287	1	1	1	1	0	35
1	973327	973499	1	1	1	1	0	29
1	999788	999865	2	2	1	1	0	19
1	1013577	1013983	1	1	1	2	0	29
1	1020374	1022200	1	1	1	7	0	37
1	1041398	1041477	1	1	1	2	0	13
1	1041703	1041955	1	1	1	1	0	3
1	1043458	1043537	1	1	1	1	0	36
1	1043733	1043822	1	1	1	1	0	9
1	1044024	1044108	1	1	1	1	0	38
1	1044258	1044333	1	1	1	1	0	33
1	1045278	1045358	1	1	1	1	0	21
1	1046266	1046396	1	1	1	6	0	29
1	1046736	1046819	1	1	1	1	0	27
1	1046958	1047326	1	1	1	2	0	11
1	1047688	1047775	1	1	1	2	0	30
1	1047896	1048011	1	1	1	3	0	36
